time_s,phase,command_abs_vx_mps,mean_linear_speed_mps,p95_linear_speed_mps,mean_angular_speed_rps,p95_angular_speed_rps,mean_tilt_deg,p95_tilt_deg,mean_height_m,mean_abs_lateral_m,p95_abs_lateral_m,mean_abs_heading_deg,p95_abs_heading_deg,settled_fraction,fall_fraction
1.98,move,0.1,0.27422308921813965,0.3921002149581909,1.089510440826416,1.6020382642745972,6.075309753417969,7.56782865524292,0.15961655974388123,0.019071713089942932,0.029490724205970764,1.0257606506347656,2.6371266841888428,0.0,0.0
2.0,move,0.1,0.28878700733184814,0.437436044216156,1.317585825920105,1.8062199354171753,5.971767425537109,8.070466041564941,0.15914633870124817,0.021407388150691986,0.03578942269086838,0.9252693057060242,2.378126621246338,0.0,0.0
2.02,move,0.1,0.2774326205253601,0.4599735736846924,1.4977885484695435,1.8972761631011963,5.770050048828125,8.572851181030273,0.15833938121795654,0.023251648992300034,0.041043832898139954,0.9055522084236145,2.531576156616211,0.0,0.0
2.04,move,0.1,0.260329931974411,0.34764665365219116,1.4402341842651367,2.0541484355926514,5.7378997802734375,8.733789443969727,0.15758779644966125,0.024020014330744743,0.04577534645795822,0.9208821058273315,2.7406158447265625,0.0,0.0
2.06,move,0.1,0.25936609506607056,0.4061454236507416,1.3556846380233765,2.312215566635132,6.172461986541748,8.607999801635742,0.15665018558502197,0.025856386870145798,0.04922722280025482,1.0501744747161865,2.9781315326690674,0.0,0.0
2.08,move,0.1,0.23170879483222961,0.33745071291923523,1.0379050970077515,2.107194423675537,6.693245887756348,8.492192268371582,0.15622229874134064,0.028868824243545532,0.050930969417095184,1.142439603805542,2.893475294113159,0.0,0.0
2.1,move,0.1,0.20840702950954437,0.30791717767715454,0.8075754046440125,1.4200735092163086,6.9273152351379395,8.340505599975586,0.15711723268032074,0.03076472319662571,0.051114264875650406,1.319605827331543,2.790787696838379,0.0,0.0
2.12,move,0.1,0.18008022010326385,0.25156232714653015,0.6779981851577759,1.036024570465088,6.858277320861816,8.247074127197266,0.1588512659072876,0.03133341670036316,0.05056113749742508,1.4550063610076904,2.5416462421417236,0.0,0.0
2.14,move,0.1,0.16531914472579956,0.20923863351345062,0.5897707939147949,1.1537208557128906,6.6508917808532715,8.538594245910645,0.16066808998584747,0.031011762097477913,0.049106109887361526,1.3880202770233154,2.265965700149536,0.0,0.0
2.16,move,0.1,0.17279979586601257,0.1981310248374939,0.5796567797660828,1.3101367950439453,6.434438228607178,8.683473587036133,0.1623097062110901,0.029961097985506058,0.04699535667896271,1.279857873916626,2.3408076763153076,0.0,0.0
2.18,move,0.1,0.18549621105194092,0.22856636345386505,0.673712968826294,1.4104923009872437,6.391633987426758,8.607874870300293,0.16332203149795532,0.0283349622040987,0.04432928189635277,1.2369983196258545,2.5646233558654785,0.0,0.0
2.2,move,0.1,0.2055065929889679,0.2894541323184967,0.8221989274024963,1.5918238162994385,6.556357383728027,8.502715110778809,0.16360200941562653,0.02618005871772766,0.0413995161652565,1.246177077293396,2.7949230670928955,0.0,0.0
2.22,move,0.1,0.22217099368572235,0.34165066480636597,1.0026260614395142,1.681134819984436,6.768784523010254,8.401421546936035,0.16329844295978546,0.023443933576345444,0.038199130445718765,1.2679691314697266,2.9218943119049072,0.0,0.0
2.24,move,0.1,0.24577577412128448,0.37938255071640015,1.1344376802444458,1.7182371616363525,6.894184112548828,8.88216781616211,0.16226248443126678,0.020017847418785095,0.0351189523935318,1.297285795211792,3.4238085746765137,0.0,0.0
2.26,move,0.1,0.27155381441116333,0.3788151741027832,1.1911884546279907,1.7080730199813843,6.79926061630249,9.318708419799805,0.16065314412117004,0.015937039628624916,0.030392825603485107,1.3084821701049805,4.827450275421143,0.0,0.0
2.28,move,0.1,0.28869354724884033,0.40547528862953186,1.265181303024292,1.856227993965149,6.374154090881348,9.504409790039062,0.15870296955108643,0.011616524308919907,0.024718204513192177,1.2507264614105225,5.737785339355469,0.0,0.0
2.3,move,0.1,0.29300016164779663,0.40558958053588867,1.2783262729644775,1.6089929342269897,5.757238388061523,9.411535263061523,0.15670402348041534,0.00761345075443387,0.01935996674001217,1.4054447412490845,6.344945907592773,0.0,0.0
